id,comment1_problem,comment1_solution_verb,comment1_solution_obj,comment2_problem,comment2_solution_verb,comment2_solution_obj,comment3_problem,comment3_solution_verb,comment3_solution_obj,comment4_problem,comment4_solution_verb,comment4_solution_obj,comment5_problem,comment5_solution_verb,comment5_solution_obj,comment6_problem,comment6_solution_verb,comment6_solution_obj,comment7_problem,comment7_solution_verb,comment7_solution_obj
1920,unknown,fix,Bounding Box,elementbrand occupy similar position,revise,design,text,be,more contrast,element,align,element,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1921,unknown,unknown,unknown,design,implement,back icon,lack,incorporate,intuitive interactive element,text,adjust,text size,unknown,unknown,unknown,presence,streamline,layout,text,make,text
1922,cancel button,unknown,unknown,unknown,ensure,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1923,back button,add,back button,unknown,reduce,space,Enable button,align,Enable button,element,use,different alignment and position,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1924,layout,add,back icon,layout,increase,contrast,element,use,different alignment and position,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1925,enable button,adjust,background color,text,increase,contrast,text,increase,font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1926,text,increase,font size and weight,text,change,color,element,redesign,layout Bounding Box,unknown,use,same font size and weight,font,use,large font size,unknown,unknown,unknown,unknown,unknown,unknown
1927,unknown,increase,text size,design,unknown,unknown,user,add,scroll bar or way for user to navigate,design,integrate,universally recognizable refresh icon,unknown,implement,clear menu icon / button,design,implement,clear and universally recognizable checkbox icon,font,use,large font size and well contrast
1928,font size,increase,font size,background,choose,background provide well contrast,text,increase,text size,check box,increase,size,font,use,large font size and more white space,checkboxe,use,more obvious checkboxe,unknown,unknown,unknown
1929,page,redesign,page,current header section,consider,unknown,lack,consider,unknown,color use,change,color use,button,increase,contrast,icon,change,icon,bloat,change,bloat
1930,app name,increase,size,button,increase,text size,unknown,group,similar element,icon,use,familiar symbol,option,make,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1931,radio checkboxe,adjust,color,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1932,design,increase,contrast,color,implement,"captivate color scheme and clear , user-friendly layout",language,be,take Shortcut button,design,use,more visually appealing element,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1933,three element,make,unknown,unknown,replace,icon,unknown,replace,icon,visual hierarchy,be,"same size and weight , make difficult for user to tell be more important",language,be,take Shortcut button,design,use,more visually appeal element and more organized layout,unknown,unknown,unknown
1934,uneven spacing,use,similar amount,different section,add,visual separator,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1935,text,increase,font size and weight,text,change,color,unknown,add,button,unknown,add,button,unknown,redesign,unknown,unknown,use,same font size and weight,text color use,keep,same font and color
1936,lack,consider,unknown,text,use,dark color,unknown,unknown,unknown,language use,format,label Custom Search could be change,color use,change,background color,unknown,unknown,unknown,unknown,unknown,unknown
1937,text,increase,font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1938,unknown,increase,visual prominence,unknown,unknown,unknown,design,implement,back icon,text,adjust,either text color or background shade,text,enhance,contrast,unknown,unknown,unknown,unknown,unknown,unknown
1939,label,maintain,similar font style,unknown,maintain,alignment,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1940,input field,give,background,text,increase,size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1941,design,implement,back icon,contrast,enhance,readability,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1942,app icon and name,enlarge,unknown,text,increase,text font size,text font size,consider,unknown,highlighted part,enlarge,highlighted part,design,redesign,UI,unknown,unknown,unknown,unknown,unknown,unknown
1943,text size,try,unknown,unknown,make,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1944,text,increase,font size and weight,text,change,color,unknown,try,unknown,search bar,consider,unknown,text,make,text,unknown,unknown,unknown,unknown,unknown,unknown
1945,Menu option,enlarge,unknown,Menu option,provide,padding,Menu option,add,more space,text font size,increase,text font size,text,make,unknown,app,introduce,background variation such,text,make,text
1946,head t,remove,element,element,align,element,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1947,text,increase,text,color use,change,color,icon,change,icon be relevant,text,shorten,line length,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1948,cross button,enlarge,cross button,background,change,font color,unknown,increase,text font size,unknown,adjust,distribution ratio,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown
1949,cancel,use,cancel button,unknown,use,back icon or button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1950,discount percentage,display,product price,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1951,absence,add,recognizable search icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1952,absence,add,recognizable search icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1953,text,change,text,Coupons available,change,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1954,design,implement,back icon,absence,integrate,"footer feature menu option to enhance navigation , functionality , and user experience",background,consider,vibrant background color,navigation,revise,navigation label,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1955,text Coupons available,emphasize,No Coupons available text,Coupons available,change,text,large amount,reduce,empty space,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1956,text,increase,font size and weight,text,change,color,lack,leave,little space,unknown,add,search bar,back button,add,button,unknown,keep,radio button,unknown,unknown,unknown
1957,element occupy similar position,give,similar graphic treatment,icon,change,icon,unknown,unknown,unknown,upload button,move,upload button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1958,font color,change,color,label,be,only one label,select icon,omit,gray tick,upload button,make,boundary,user,include,counter show total number,unknown,unknown,unknown,unknown,unknown,unknown
1959,text,increase,font size and weight,text,change,color,background theme,change,background theme,unknown,try,unknown,element,redesign,layout Bounding Box,unknown,add,button,unknown,add,button
1960,size,reduce,size,text,increase,text,layout,make,layout,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1961,icon,reduce,size,font size,align,icon,text,increase,font size,layout,make,layout,setting icon,make,icon,status,make,status,unknown,unknown,unknown
1962,text,increase,font size and weight,text,change,color,back button size,increase,back button size,element,redesign,UI,unknown,add,button,unknown,redesign,unknown,font,use,large font
1963,heading,increase,contrast,heading,increase,contrast,Sign,enhance,visual design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1964,unknown,move,title course,unknown,move,title other Students be view,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1965,small text size and gray font,increase,text size,three-dot icon,reposition,three-dot icon,absence,integrate,Appropriate Icons,unknown,optimize,layout,icon,use,more intuitive icon,design,make,design,unknown,unknown,unknown
1966,unknown,allocate,more space,absence,add,back button,text,use,large font size,design,simplify,design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1967,text,increase,font size,unknown,remove,few element,design,simplify,design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1968,design,increase,font size,"three-dot icon , typically signify menu or additional option",relocate,three-dot icon,design,use,high contrast color,unknown,optimize,white space,unknown,unknown,unknown,unknown,unknown,unknown,text,make,text
1969,Login heading,enlarge,unknown,text font size,increase,text font size,background,choose,different font color,highlight button,increase,text,text,make,text,unknown,unknown,unknown,unknown,unknown,unknown
1970,button and font weight,update,color,button and font weight,update,color,issue,make,unknown,background color and color,change,color and weight,background color and color,change,color and weight,unknown,unknown,unknown,text,make,text
1971,gray font,darken,text,three-dot icon,reposition,three-dot icon,absence,integrate,Appropriate Icons,unknown,optimize,layout,font,use,large font,icon,use,more intuitive icon,unknown,unknown,unknown
1972,back button,add,back button,unknown,provide,more space,text,use,large font size,font,use,large font,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1973,design,add,space,text,change,color/ weight,icon,increase,size,font,use,more large font,icon,use,more intuitive icon,unknown,unknown,unknown,unknown,unknown,unknown
1974,color contrast,increase,font weight,unknown,try,unknown,text,increase,font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1975,back icon,change,position,three element,omit,bar,title,increase,font,button,add,boundry,button,add,boundry,unknown,unknown,unknown,unknown,unknown,unknown
1976,design,decrease,length,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1977,text font size,increase,font size,language use,define,"term PAW , GWN , IND , DUR , and LOU",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1978,unknown,correct,spelling,unknown,give,relevant heading be use,"acronyms-DUR , GWN , ROC",use,commonly use acronym be easily understand,language use,define,"term PAW , GWN , IND , DUR , and LOU",Tides schedule screen,make,design,unknown,unknown,unknown,unknown,unknown,unknown
1979,layout,use,different color,lack,add,margin,unknown,try,unknown,Tides schedule screen,make,design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
