id,comment_problem,comment_verb,comment_obj
2802,text fever,increase,current button size
2806,absence,offer,legibility
2809,uniform font style to be use consistently,thorough redesign,setting page
2810,share button darker,enlarge,share button darker
2812,positioning use design software to ensure alignment,declutter,confusing layout and unclear navigation
2815,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2816,button or icon allow user to see current location,align,button or icon allow user to see current location
2821,screen,thorough redesign,screen
2824,current button size,increase,current button size
2826,ranking text,make,change
2829,ranking text,uniform font style to be use consistently,text 's small size and low color contrast
2830,current button size,increase,current button size
2832,ranking text,increase,ranking text
2834,purpose and function,align,purpose and function
2836,prominently position back button,give,similar graphic treatment
2840,breakfast icon,know,breakfast icon
2842,breakfast icon,increase,setting bar
2851,current button size,reduce,current button size
2853,item load but lack proper visual-blank image,increase,current button size
2854,ranking text,thorough redesign,dark color scheme Bounding Box
2855,current login form,make,two label
2859,button or icon allow user to see current location,adjust,systematic arrangement
2862,button or icon allow user to see current location,relocate,button or icon allow user to see current location
2863,more readable font,uniform font style to be use consistently,more readable font
2864,facebook app,increase,current button size
2866,ranking text,increase,current button size
2868,back arrow icon,align,breakfast icon
2869,ranking text,increase,ranking text
2871,ranking text,adjust,text color contrast
2876,uniform font style to be use consistently,uniform font style to be use consistently,excessive whitespace be not contribute
2877,breakfast icon,replace,breakfast icon
2878,standard drop,enlarge,standard drop
2879,ranking text,increase,current button size
